사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec.24,경원선,1913,동두천중앙,26 ,2 ,2368 ,504 ,4323 ,1660 ,7723 ,3520 ,7839 ,9451 ,6048 ,3779 ,6092 ,4371 ,5562 ,4561 ,6553 ,4626 ,5769 ,4608 ,5277 ,5228 ,5641 ,5364 ,5931 ,6044 ,5767 ,5585 ,5753 ,6602 ,2309 ,5097 ,1797 ,4102 ,1406 ,3146 ,828 ,2775 ,401 ,2400 ,35 ,1191 ,0 ,2 ,0 ,0 ,0 ,0 
Dec.24,경원선,1914,보산,33 ,3 ,1590 ,404 ,1876 ,1225 ,3322 ,2233 ,3741 ,3143 ,3363 ,1493 ,3203 ,1594 ,3103 ,1604 ,2818 ,1364 ,2786 ,2068 ,3155 ,2302 ,3259 ,2674 ,4868 ,3301 ,4420 ,3598 ,2889 ,4047 ,1582 ,4149 ,1210 ,3245 ,885 ,2275 ,430 ,1730 ,207 ,1728 ,17 ,700 ,0 ,3 ,0 ,0 ,0 ,0 
Dec.24,경원선,1915,동두천,35 ,1 ,1041 ,530 ,2387 ,1630 ,3825 ,4707 ,4569 ,3960 ,3808 ,3444 ,3851 ,2485 ,4077 ,2272 ,3640 ,3267 ,3903 ,2945 ,4098 ,2820 ,4709 ,2992 ,4538 ,3142 ,3841 ,3714 ,3195 ,3656 ,1518 ,3236 ,1068 ,2609 ,609 ,2435 ,448 ,1456 ,177 ,1788 ,17 ,682 ,0 ,2 ,0 ,0 ,0 ,0 
Dec.24,경원선,1916,소요산,106 ,0 ,433 ,339 ,407 ,651 ,1405 ,820 ,2010 ,1474 ,1798 ,2500 ,2113 ,4254 ,2701 ,6687 ,3750 ,6515 ,6107 ,5721 ,7144 ,4896 ,7485 ,3150 ,5232 ,2447 ,2728 ,1934 ,1742 ,1566 ,453 ,1140 ,452 ,1064 ,235 ,719 ,148 ,533 ,97 ,575 ,6 ,276 ,0 ,4 ,0 ,0 ,0 ,0 
Dec.24,경원선,1917,청산,0 ,0 ,35 ,2 ,145 ,151 ,623 ,177 ,526 ,228 ,283 ,144 ,307 ,182 ,222 ,182 ,237 ,171 ,213 ,166 ,268 ,175 ,223 ,228 ,369 ,272 ,416 ,269 ,212 ,248 ,77 ,252 ,66 ,121 ,35 ,115 ,16 ,93 ,8 ,74 ,2 ,64 ,0 ,1 ,0 ,0 ,0 ,0 
Dec.24,경원선,1918,전곡,1 ,0 ,486 ,6 ,965 ,366 ,2587 ,598 ,4507 ,1571 ,3333 ,1329 ,2883 ,1407 ,2677 ,1484 ,2616 ,2022 ,2174 ,1823 ,2409 ,2194 ,2300 ,1908 ,2430 ,2544 ,2049 ,3007 ,1597 ,3482 ,1088 ,2668 ,994 ,1701 ,604 ,1380 ,363 ,1263 ,227 ,844 ,4 ,690 ,0 ,16 ,0 ,0 ,0 ,0 
Dec.24,경원선,1919,연천,2 ,0 ,198 ,3 ,661 ,365 ,1054 ,496 ,3311 ,2514 ,2680 ,1359 ,1751 ,2040 ,1629 ,2399 ,2106 ,2895 ,2489 ,2068 ,3274 ,2028 ,2725 ,1623 ,2352 ,1752 ,1678 ,1695 ,1501 ,1814 ,506 ,1436 ,419 ,1007 ,198 ,616 ,124 ,479 ,69 ,285 ,1 ,239 ,0 ,7 ,0 ,0 ,0 ,0 
Dec.24,안산선,1751,산본,475 ,5 ,9972 ,1767 ,23977 ,6601 ,52982 ,14653 ,50520 ,30681 ,28780 ,22144 ,25314 ,21495 ,24360 ,22630 ,26449 ,25655 ,26896 ,27050 ,27363 ,26800 ,30058 ,30797 ,31445 ,36967 ,31032 ,41430 ,31294 ,64884 ,20788 ,51003 ,17710 ,32136 ,17077 ,25432 ,13054 ,21386 ,5218 ,13763 ,706 ,4873 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,안산선,1752,대야미,15 ,11 ,2985 ,921 ,7628 ,2680 ,17365 ,4438 ,20417 ,7538 ,11523 ,3889 ,8892 ,4037 ,8322 ,4447 ,8104 ,5062 ,8232 ,5316 ,7394 ,6013 ,7794 ,8314 ,8381 ,10417 ,8451 ,11509 ,9040 ,15491 ,4916 ,11777 ,3323 ,8818 ,2377 ,7378 ,1648 ,7630 ,954 ,4587 ,157 ,1338 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,안산선,1753,반월,12 ,0 ,3769 ,1069 ,8130 ,2544 ,15708 ,4040 ,16348 ,7782 ,10043 ,3834 ,8408 ,3514 ,7526 ,4156 ,7849 ,4884 ,7228 ,5610 ,6555 ,6002 ,7191 ,7677 ,7775 ,9936 ,7084 ,10778 ,6937 ,14687 ,3153 ,11668 ,2737 ,8641 ,1794 ,7188 ,1385 ,7037 ,580 ,3966 ,112 ,1126 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,안산선,1754,상록수,665 ,9 ,13735 ,2432 ,29381 ,8493 ,63103 ,11333 ,57562 ,20655 ,35672 ,14674 ,27633 ,12615 ,25239 ,13184 ,25467 ,15440 ,25451 ,17462 ,21076 ,19569 ,21845 ,23393 ,25138 ,30845 ,23800 ,43530 ,20072 ,59068 ,13804 ,50466 ,10776 ,36120 ,8663 ,31271 ,6021 ,25659 ,2720 ,18983 ,466 ,5721 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,안산선,1755,한대앞,109 ,2 ,8218 ,1031 ,16984 ,4108 ,30254 ,8051 ,25489 ,21017 ,19180 ,14859 ,16086 ,13145 ,15743 ,10552 ,16639 ,13039 ,16017 ,12236 ,16130 ,13445 ,15943 ,14532 ,19296 ,19903 ,19828 ,25371 ,17365 ,32826 ,9968 ,25494 ,9069 ,18095 ,8410 ,15767 ,6247 ,13799 ,2695 ,9851 ,243 ,3071 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,안산선,1756,중앙,316 ,24 ,10794 ,1303 ,30290 ,10531 ,54420 ,17056 ,45122 ,36669 ,28164 ,32398 ,26464 ,23082 ,28722 ,21804 ,33432 ,26548 ,30430 ,30316 ,30011 ,31043 ,32282 ,31930 ,37005 ,39606 ,39812 ,50869 ,39303 ,68117 ,25787 ,57763 ,25911 ,37439 ,26524 ,31321 ,21520 ,26550 ,9144 ,20155 ,1097 ,7055 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,안산선,1757,고잔,251 ,1 ,5394 ,1000 ,15917 ,4921 ,27044 ,13058 ,21605 ,26519 ,15754 ,15543 ,14469 ,12379 ,15079 ,11088 ,14037 ,11648 ,14070 ,12997 ,15106 ,12646 ,16830 ,12313 ,17854 ,13867 ,22565 ,19125 ,20616 ,24008 ,8918 ,19586 ,7711 ,13216 ,7621 ,11469 ,5150 ,9984 ,2216 ,8524 ,178 ,3565 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,안산선,1758,초지,292 ,4 ,4302 ,311 ,11690 ,4349 ,21115 ,9094 ,16509 ,9234 ,10238 ,5578 ,8057 ,4188 ,7703 ,4218 ,8339 ,4789 ,7236 ,5385 ,6230 ,5897 ,6838 ,6957 ,7865 ,8660 ,9665 ,11966 ,10381 ,16496 ,4917 ,15291 ,3731 ,10688 ,3069 ,9376 ,1658 ,7810 ,696 ,6213 ,56 ,2768 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,안산선,1759,안산,1847 ,15 ,11235 ,1478 ,13165 ,14598 ,22359 ,37055 ,23975 ,29538 ,20310 ,15143 ,18128 ,14030 ,17364 ,16438 ,18189 ,16123 ,19454 ,17364 ,19992 ,18578 ,21761 ,18618 ,26610 ,20776 ,42413 ,26707 ,42722 ,26810 ,20180 ,22105 ,16221 ,17278 ,9675 ,14394 ,4463 ,10933 ,1332 ,6868 ,160 ,3270 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,안산선,1760,신길온천,74 ,1 ,2857 ,166 ,4840 ,1662 ,8227 ,3649 ,6814 ,2306 ,4735 ,1470 ,3580 ,1497 ,3241 ,1716 ,3296 ,2043 ,3017 ,2155 ,2752 ,2595 ,3081 ,2960 ,4006 ,3694 ,4656 ,5062 ,3826 ,6877 ,1947 ,5613 ,1133 ,3831 ,883 ,3756 ,500 ,2593 ,219 ,2102 ,30 ,672 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,안산선,1761,정왕,321 ,6 ,8183 ,1032 ,12345 ,12324 ,20064 ,23678 ,18928 ,27912 ,15614 ,20052 ,13959 ,13299 ,14277 ,12568 ,14919 ,12657 ,15342 ,13006 ,15358 ,12650 ,18428 ,14105 ,21644 ,15265 ,27864 ,18881 ,29962 ,23917 ,13905 ,17965 ,10629 ,14135 ,7419 ,12850 ,4635 ,11164 ,1479 ,7877 ,87 ,2422 ,0 ,3 ,0 ,0 ,0 ,0 
Dec.24,안산선,1762,오이도,177 ,1 ,5926 ,475 ,14337 ,6173 ,28723 ,11183 ,23072 ,12048 ,14763 ,6897 ,13174 ,7387 ,11647 ,9303 ,12757 ,10831 ,12176 ,11371 ,11255 ,12302 ,12882 ,14067 ,15183 ,17242 ,17164 ,18930 ,16258 ,25214 ,8993 ,20490 ,6956 ,14805 ,5475 ,12365 ,3948 ,11296 ,1272 ,8280 ,23 ,3538 ,0 ,9 ,0 ,0 ,0 ,0 
Dec.24,안산선,1763,수리산,28 ,1 ,3614 ,568 ,9293 ,1538 ,16832 ,4304 ,16724 ,7124 ,10181 ,3260 ,7948 ,3430 ,7577 ,2865 ,6635 ,3225 ,6058 ,3721 ,5187 ,4159 ,6195 ,5746 ,5716 ,6645 ,5345 ,8443 ,4803 ,11901 ,2670 ,9411 ,1813 ,6921 ,1228 ,5704 ,892 ,5240 ,394 ,3328 ,75 ,1086 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,과천선,1450,선바위,2 ,0 ,789 ,1368 ,5244 ,8692 ,14635 ,21073 ,16857 ,24777 ,13697 ,14267 ,11537 ,7318 ,10784 ,7554 ,11912 ,7501 ,13753 ,7448 ,12204 ,7363 ,13988 ,8540 ,17545 ,10594 ,27012 ,12315 ,28481 ,14698 ,12892 ,11767 ,8871 ,8250 ,6633 ,7923 ,3732 ,6849 ,1421 ,4454 ,121 ,820 ,0 ,1 ,0 ,0 ,0 ,0 
Dec.24,과천선,1451,경마공원,0 ,0 ,330 ,543 ,1033 ,2581 ,1893 ,3902 ,2484 ,11175 ,2295 ,32488 ,2339 ,35033 ,3082 ,21746 ,3818 ,19807 ,5092 ,16230 ,7350 ,10031 ,14022 ,5816 ,22374 ,3800 ,32772 ,2499 ,63448 ,2402 ,8094 ,1820 ,1969 ,1217 ,693 ,1088 ,389 ,963 ,180 ,639 ,40 ,123 ,1 ,0 ,0 ,0 ,0 ,0 
Dec.24,과천선,1452,대공원,1 ,0 ,93 ,284 ,405 ,2788 ,567 ,3857 ,994 ,10076 ,1516 ,19116 ,1985 ,14959 ,8382 ,7812 ,9788 ,6699 ,7236 ,6308 ,7085 ,5479 ,7630 ,3754 ,9288 ,2642 ,10826 ,2100 ,9571 ,2123 ,6148 ,1002 ,4221 ,626 ,1806 ,520 ,407 ,402 ,104 ,225 ,22 ,58 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,과천선,1453,과천,2 ,0 ,2851 ,380 ,10090 ,2216 ,25810 ,5388 ,24814 ,8862 ,17586 ,5690 ,14142 ,5064 ,13179 ,5241 ,12894 ,6686 ,12166 ,7271 ,11319 ,8767 ,11424 ,11083 ,12063 ,13524 ,11245 ,16485 ,9107 ,22547 ,4811 ,18842 ,3201 ,12935 ,2345 ,13412 ,1758 ,12704 ,745 ,7441 ,147 ,1712 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,과천선,1454,정부과천청사,5 ,2 ,2019 ,1233 ,8453 ,12847 ,23242 ,36408 ,21478 ,95638 ,16273 ,26372 ,14191 ,13327 ,15421 ,11834 ,16677 ,13025 ,17994 ,14316 ,18545 ,14418 ,21193 ,15291 ,29995 ,16487 ,45274 ,21182 ,62174 ,27498 ,19110 ,21333 ,14771 ,12962 ,13318 ,12746 ,7517 ,10755 ,2435 ,6117 ,243 ,1863 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,과천선,1455,인덕원,103 ,9 ,8551 ,3305 ,30308 ,17411 ,77032 ,43712 ,67863 ,102824 ,46057 ,41027 ,38658 ,22810 ,35412 ,23742 ,37588 ,23900 ,38089 ,26518 ,35277 ,28834 ,39162 ,33842 ,48237 ,42993 ,68351 ,59271 ,81960 ,84801 ,31819 ,69702 ,27680 ,41337 ,25659 ,40102 ,17118 ,37028 ,6955 ,24366 ,735 ,7479 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,과천선,1456,평촌,58 ,4 ,4415 ,2464 ,22469 ,9355 ,60072 ,33078 ,47879 ,81786 ,27028 ,29201 ,23019 ,16524 ,21783 ,15035 ,22713 ,16225 ,21782 ,19767 ,22737 ,17749 ,25928 ,19730 ,30052 ,26418 ,48727 ,34015 ,57789 ,49351 ,22474 ,41738 ,18688 ,24338 ,17318 ,21146 ,12162 ,19536 ,4689 ,11365 ,517 ,4048 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,과천선,1457,범계,98 ,2 ,9052 ,3392 ,38814 ,12091 ,97816 ,24650 ,79369 ,58133 ,47397 ,45364 ,39677 ,33614 ,39522 ,34835 ,43515 ,35811 ,43956 ,43002 ,43556 ,41865 ,48767 ,47067 ,55752 ,58083 ,58075 ,73736 ,61240 ,106662 ,39597 ,84463 ,41639 ,46285 ,32222 ,41453 ,27097 ,37722 ,12103 ,22381 ,1280 ,7002 ,1 ,1 ,0 ,0 ,0 ,0 
Dec.24,분당선,1023,선릉,50 ,6 ,1219 ,1478 ,2432 ,11789 ,4883 ,45022 ,7191 ,114313 ,6550 ,79821 ,7625 ,38961 ,9467 ,27267 ,11716 ,23215 ,13703 ,24989 ,15930 ,20803 ,20995 ,18322 ,28801 ,20967 ,49873 ,25343 ,66231 ,27639 ,30801 ,15838 ,21692 ,8305 ,21861 ,7434 ,17754 ,6218 ,5257 ,3799 ,276 ,875 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1024,한티,5 ,0 ,2236 ,1520 ,8064 ,9503 ,21670 ,21734 ,25494 ,44409 ,17638 ,41318 ,16103 ,26046 ,17677 ,22393 ,20668 ,25358 ,23075 ,29549 ,24119 ,25200 ,27905 ,27607 ,33822 ,30950 ,43750 ,38959 ,44486 ,37541 ,27470 ,25259 ,30531 ,16460 ,23096 ,15108 ,23288 ,13291 ,4074 ,7203 ,201 ,532 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1025,도곡,70 ,2 ,1626 ,1188 ,4327 ,6798 ,10153 ,15309 ,14966 ,23091 ,12533 ,18843 ,11477 ,9686 ,11845 ,10184 ,12281 ,9634 ,12836 ,10669 ,14114 ,11487 ,16046 ,12429 ,17414 ,13547 ,22867 ,16151 ,22637 ,17036 ,11278 ,13603 ,8474 ,9779 ,6884 ,9258 ,5080 ,8211 ,1142 ,4636 ,72 ,476 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1026,구룡,2 ,1 ,867 ,544 ,2828 ,3862 ,8023 ,8892 ,10482 ,8325 ,8251 ,4037 ,7776 ,3075 ,6198 ,3119 ,5845 ,3756 ,5950 ,4250 ,7095 ,4658 ,5793 ,5815 ,9278 ,6384 ,7051 ,7861 ,5960 ,9317 ,3471 ,7399 ,2239 ,4855 ,1743 ,4839 ,1111 ,4334 ,342 ,2853 ,26 ,208 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1027,개포동,5 ,0 ,1019 ,482 ,3998 ,3768 ,11570 ,6323 ,12898 ,9176 ,8680 ,6720 ,8266 ,6069 ,7570 ,4821 ,8103 ,5750 ,7573 ,6271 ,7519 ,6663 ,8304 ,7792 ,9345 ,9148 ,9686 ,11124 ,8726 ,13870 ,5005 ,11192 ,4348 ,7283 ,3886 ,7231 ,3082 ,6834 ,1377 ,3761 ,39 ,257 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1028,대모산입구,12 ,0 ,2664 ,536 ,7059 ,3079 ,21406 ,6168 ,23011 ,10640 ,14009 ,6069 ,10452 ,5064 ,9449 ,5245 ,9080 ,6018 ,8721 ,6839 ,7824 ,7508 ,8198 ,9466 ,10437 ,11188 ,11275 ,14322 ,10397 ,17931 ,4931 ,14785 ,3537 ,9824 ,2893 ,10092 ,1960 ,9943 ,720 ,5486 ,21 ,585 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1030,수서,64 ,2 ,4096 ,4429 ,9508 ,14501 ,36738 ,28277 ,52296 ,44775 ,34139 ,28955 ,33873 ,21861 ,26272 ,20544 ,31789 ,24040 ,27762 ,21929 ,22645 ,24008 ,30977 ,28680 ,33622 ,34247 ,41904 ,46706 ,42481 ,60340 ,20745 ,38896 ,20031 ,27260 ,15044 ,26016 ,14525 ,22342 ,8598 ,10120 ,184 ,1861 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1031,복정,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,6 ,0 ,5 ,0 ,5 ,0 ,10 ,0 ,10 ,0 ,8 ,0 ,7 ,0 ,4 ,0 ,10 ,0 ,14 ,0 ,8 ,0 ,6 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1846,수원,617 ,4 ,5425 ,686 ,9028 ,4843 ,21109 ,8403 ,22635 ,13423 ,12255 ,12774 ,8533 ,9730 ,8671 ,11824 ,9877 ,13628 ,10366 ,13216 ,10862 ,13822 ,13664 ,12792 ,15943 ,16409 ,18170 ,21607 ,19278 ,27623 ,14122 ,18466 ,15094 ,10665 ,12737 ,8616 ,11649 ,5977 ,4470 ,3917 ,158 ,767 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1847,서울숲,169 ,0 ,2690 ,542 ,5114 ,5727 ,11925 ,21829 ,20000 ,42059 ,14092 ,33526 ,9661 ,24014 ,10452 ,19534 ,12632 ,20800 ,15405 ,22912 ,18055 ,22226 ,23307 ,21653 ,29670 ,21665 ,44641 ,24162 ,50039 ,28475 ,29280 ,17976 ,20194 ,9722 ,16651 ,8371 ,9924 ,7224 ,2993 ,3868 ,113 ,906 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1848,압구정로데오,202 ,4 ,2928 ,1206 ,3751 ,11006 ,5145 ,24370 ,7895 ,64675 ,8162 ,89048 ,9904 ,56311 ,14629 ,42130 ,19590 ,36185 ,24209 ,37884 ,31700 ,35442 ,40170 ,34927 ,50865 ,36936 ,68952 ,47338 ,83522 ,51650 ,63688 ,28358 ,53753 ,13723 ,42306 ,9801 ,31286 ,7821 ,11988 ,5153 ,632 ,1193 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1849,강남구청,29 ,0 ,1203 ,789 ,2487 ,5895 ,6800 ,17743 ,10047 ,50612 ,8525 ,38809 ,8916 ,21378 ,10156 ,15587 ,11332 ,14907 ,12512 ,16694 ,14886 ,15491 ,16612 ,14919 ,20503 ,15684 ,32275 ,18627 ,44682 ,22469 ,23111 ,12765 ,14600 ,7664 ,13111 ,6663 ,9094 ,5889 ,3141 ,3531 ,129 ,790 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1850,선정릉,12 ,0 ,805 ,988 ,2081 ,4745 ,4610 ,12134 ,6823 ,40956 ,6121 ,35516 ,5917 ,15874 ,7283 ,10470 ,8531 ,9413 ,10094 ,9373 ,11512 ,8788 ,12214 ,7926 ,15131 ,8365 ,25299 ,10132 ,36574 ,10682 ,19029 ,6523 ,10390 ,4431 ,9028 ,4147 ,5431 ,3830 ,2105 ,2262 ,125 ,460 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1851,가천대,35 ,3 ,4598 ,824 ,6685 ,3494 ,16833 ,6670 ,22824 ,26397 ,15911 ,23253 ,12522 ,16231 ,16029 ,12710 ,15671 ,16633 ,17859 ,15569 ,17138 ,13483 ,22295 ,12471 ,24299 ,13260 ,25229 ,16316 ,16688 ,22407 ,10429 ,18406 ,8137 ,14187 ,6813 ,15372 ,5912 ,14745 ,3104 ,11742 ,154 ,1329 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1852,태평,345 ,21 ,14986 ,1596 ,19433 ,5036 ,40990 ,7795 ,59164 ,16208 ,40415 ,11481 ,24542 ,12021 ,20222 ,13772 ,21286 ,15053 ,21383 ,16716 ,19805 ,19086 ,19366 ,25649 ,20779 ,30114 ,21544 ,34918 ,18240 ,43840 ,10783 ,32115 ,8514 ,24773 ,6449 ,27601 ,4571 ,21217 ,1984 ,12744 ,85 ,1365 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1853,모란,491 ,23 ,15100 ,2781 ,21535 ,10994 ,50383 ,21895 ,64113 ,33661 ,46533 ,26265 ,33667 ,27661 ,32352 ,32132 ,36186 ,34481 ,37127 ,37022 ,36798 ,36707 ,39111 ,43784 ,41502 ,45981 ,41288 ,48468 ,38567 ,62933 ,22734 ,46618 ,16758 ,35388 ,15818 ,32371 ,12514 ,26552 ,6726 ,17119 ,390 ,1738 ,1 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1854,야탑,160 ,8 ,7545 ,3234 ,19019 ,15442 ,50328 ,41037 ,54991 ,93917 ,41479 ,55690 ,36586 ,40026 ,38471 ,36877 ,40447 ,39305 ,41074 ,42134 ,44881 ,41527 ,49554 ,44006 ,56748 ,50841 ,69058 ,58943 ,80066 ,72668 ,39374 ,51825 ,33015 ,35852 ,29135 ,30690 ,19543 ,27879 ,8021 ,16251 ,370 ,2481 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1855,서현,277 ,19 ,4110 ,2946 ,11984 ,11838 ,32348 ,33877 ,35959 ,84879 ,29407 ,67566 ,28165 ,42101 ,31265 ,37615 ,34274 ,37784 ,36777 ,40709 ,41674 ,43637 ,48715 ,41876 ,54729 ,46383 ,70820 ,52328 ,85648 ,60389 ,48484 ,43003 ,47493 ,27871 ,39134 ,23653 ,29541 ,19297 ,11968 ,11151 ,542 ,1779 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1856,수내,135 ,1 ,2785 ,1933 ,7201 ,8579 ,16924 ,23111 ,21538 ,54944 ,16360 ,41131 ,14873 ,22725 ,16171 ,18995 ,18778 ,18206 ,20388 ,18956 ,22979 ,19264 ,25642 ,19513 ,28779 ,23240 ,41460 ,25552 ,48922 ,28059 ,26922 ,20599 ,25047 ,13906 ,18047 ,12773 ,13453 ,11481 ,4179 ,6172 ,244 ,1128 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1857,정자,373 ,10 ,3120 ,1236 ,10530 ,16241 ,25746 ,41448 ,29439 ,77070 ,24019 ,49943 ,19725 ,24740 ,21279 ,21192 ,22037 ,19191 ,23374 ,21783 ,24505 ,20137 ,29723 ,23673 ,35618 ,29539 ,60169 ,41112 ,64824 ,48400 ,35736 ,35943 ,29366 ,24220 ,31347 ,21626 ,26536 ,20024 ,11780 ,12157 ,1194 ,3452 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1858,미금,612 ,1 ,3406 ,802 ,11862 ,11024 ,24524 ,20981 ,28206 ,43177 ,23271 ,34646 ,23985 ,22750 ,26878 ,23866 ,26947 ,23554 ,27778 ,26447 ,29298 ,26756 ,34322 ,27667 ,34079 ,30079 ,37032 ,33583 ,38355 ,39331 ,20552 ,29207 ,18325 ,21411 ,18153 ,18909 ,13311 ,16809 ,4621 ,9531 ,231 ,2478 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1859,오리,714 ,9 ,3663 ,563 ,14569 ,8172 ,27596 ,15119 ,26935 ,33518 ,20012 ,17830 ,17697 ,11472 ,17057 ,12546 ,17991 ,13095 ,17411 ,12576 ,17461 ,13722 ,19380 ,16213 ,21463 ,17201 ,29574 ,18911 ,32839 ,23422 ,13344 ,19074 ,10884 ,14393 ,9551 ,12577 ,6315 ,11252 ,2234 ,7195 ,79 ,1921 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1860,이매,70 ,6 ,2328 ,833 ,5774 ,3042 ,13124 ,7434 ,15226 ,14548 ,10912 ,6779 ,10544 ,7121 ,9806 ,7085 ,10771 ,7344 ,8807 ,7756 ,8976 ,8241 ,10435 ,9268 ,15082 ,10547 ,12268 ,12504 ,11869 ,15934 ,5519 ,12188 ,4662 ,8627 ,4651 ,8061 ,3404 ,7616 ,1008 ,4853 ,49 ,937 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1861,보정,52 ,1 ,1094 ,106 ,3446 ,1290 ,8352 ,2701 ,9193 ,6142 ,6748 ,2161 ,5306 ,1484 ,5008 ,2114 ,4073 ,2482 ,3830 ,2438 ,3536 ,2974 ,3914 ,4122 ,4851 ,5111 ,4515 ,5752 ,3589 ,6536 ,1782 ,6099 ,1238 ,4179 ,1166 ,4208 ,967 ,3995 ,362 ,2428 ,1 ,249 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1862,죽전,1484 ,8 ,4889 ,1132 ,16671 ,7284 ,38291 ,15313 ,32840 ,26582 ,22934 ,27597 ,18985 ,22497 ,19603 ,23031 ,20434 ,21391 ,20751 ,21501 ,22079 ,24310 ,25061 ,26480 ,27983 ,29621 ,31664 ,35862 ,30165 ,46524 ,19841 ,38425 ,24469 ,24656 ,12724 ,21544 ,9644 ,21164 ,3125 ,14292 ,16 ,7603 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,분당선,1863,구성,168 ,2 ,2847 ,685 ,9630 ,4314 ,23049 ,9035 ,25088 ,11508 ,15690 ,7029 ,13270 ,5478 ,11263 ,6387 ,10359 ,7550 ,9165 ,7842 ,8756 ,8503 ,9615 ,10934 ,11413 ,13432 ,13717 ,19520 ,12384 ,25377 ,6838 ,19086 ,6125 ,12942 ,4912 ,12080 ,3811 ,11985 ,1820 ,6982 ,185 ,832 ,0 ,1 ,0 ,0 ,0 ,0 
Dec.24,분당선,1864,신갈,133 ,0 ,2822 ,253 ,9711 ,1201 ,18337 ,2169 ,19113 ,7094 ,12207 ,5185 ,9730 ,4029 ,8784 ,4521 ,7735 ,5433 ,7968 ,6588 ,7272 ,6624 ,8137 ,7926 ,8215 ,9300 ,6916 ,11805 ,5147 ,17449 ,2517 ,14139 ,1978 ,9578 ,1971 ,8447 ,1263 ,8784 ,490 ,5254 ,21 ,533 ,0 ,0 ,0 ,0 ,0 ,0 
